,Timestamp,Method,Protocol,Status,Referer,Path,Host,UA,Payload,Bytes
20,2023-09-11 06:20:48,GET,HTTP/1.1,404,,/api/sonicos/auth,173.230.152.19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",,197
21,2023-09-11 06:20:48,GET,HTTP/1.1,404,,/api/sonicos/tfa,173.230.152.19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",,197
22,2023-09-11 06:20:50,HEAD,HTTP/1.1,200,,/,188.166.233.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",,0
23,2023-09-11 06:21:28,GET,HTTP/1.1,200,,/,188.166.233.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",,396
24,2023-09-11 06:23:24,GET,HTTP/1.1,200,,/,188.166.233.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",,396
25,2023-09-11 06:23:24,GET,HTTP/1.1,404,,/favicon.ico,188.166.233.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",,197
26,2023-09-11 06:50:27,GET,HTTP/1.0,200,,/,64.227.74.166,,,612
27,2023-09-11 06:50:27,GET,HTTP/1.0,200,,/,167.172.47.36,,,612
28,2023-09-11 06:50:28,,,400,,,64.227.74.166,,lv|'|'|VHJvamFuX0M0NkY2RTk=|'|'|MARK|'|'|user|'|'|2013-11-22|'|'||'|'|Win XP|'|'|No|'|'|0.6.4|'|'|..|'|'||'|'|[endof],166
29,2023-09-11 06:50:28,,,400,,,64.227.74.166,,Gh0st\xAD\x00\x00\x00\xE0\x00\x00\x00x\x9CKS``\x98\xC3\xC0\xC0\xC0\x06\xC4\x8C@\xBCQ\x96\x81\x81\x09H\x07\xA7\x16\x95e&\xA7*\x04$&g+\x182\x94\xF6\xB000\xAC\xA8rc\x00\x01\x11\xA0\x82\x1F\x5C`&\x83\xC7K7\x86\x19\xE5n\x0C9\x95n\x0C;\x84\x0F3\xAC\xE8sch\xA8^\xCF4'J\x97\xA9\x82\xE30\xC3\x91h]&\x90\xF8\xCE\x97S\xCBA4L?2=\xE1\xC4\x92\x86\x0B@\xF5`\x0CT\x1F\xAE\xAF],166
30,2023-09-11 06:50:29,,,400,,,64.227.74.166,,145.ll|'|'|SGFjS2VkX0Q0OTkwNjI3|'|'|WIN-JNAPIER0859|'|'|JNapier|'|'|19-02-01|'|'||'|'|Win 7 Professional SP1 x64|'|'|No|'|'|0.7d|'|'|..|'|'|AA==|'|'|112.inf|'|'|SGFjS2VkDQoxOTIuMTY4LjkyLjIyMjo1NTUyDQpEZXNrdG9wDQpjbGllbnRhLmV4ZQ0KRmFsc2UNCkZhbHNlDQpUcnVlDQpGYWxzZQ==12.act|'|'|AA==,166
31,2023-09-11 06:50:29,,,400,,,64.227.74.166,,H\x00\x00\x00tj\xA8\x9E#D\x98+\xCA\xF0\xA7\xBBl\xC5\x19\xD7\x8D\xB6\x18\xEDJ\x1En\xC1\xF9xu[l\xF0E\x1D-j\xEC\xD4xL\xC9r\xC9\x15\x10u\xE0%\x86Rtg\x05fv\x86]%\xCC\x80\x0C\xE8\xCF\xAE\x00\xB5\xC0f\xC8\x8DD\xC5\x09\xF4,166
32,2023-09-11 06:50:30,,,400,,,64.227.74.166,,HELP,166
33,2023-09-11 06:50:30,,,400,,,64.227.74.166,,\x1B\x84\xD5\xB0]\xF4\xC4\x93\xC50\xC2X\x8C\xDA\xB1\xD7\xAC\xAFn\x1D\xE1\x1E\x1A3*\x85\xB7\x1D'\xB1\xC9k\xBF\xF0\xBC,166
34,2023-09-11 06:50:31,,,400,,,64.227.74.166,,batman,166
35,2023-09-11 06:50:31,,,400,,,64.227.74.166,,\x16\x03\x01\x00t\x01\x00\x00p\x03\x01YF}\xF6\x7F3\xD3\xA2'O\xAE\xB6\x041p\x87F\xE5\xA6\xA2\x18\xD1\x0B}\x0C\x9FO)u\xFE\xB1\xD9\x00\x00\x18\xC0\x14\xC0\x13\x005\x00/\xC0,166
36,2023-09-11 06:50:32,,,400,,,64.227.74.166,,"\x01\x82\x00\x00\x00\x01,\xEF:\xE7\x89\xFEH\xAF\xAC\xF8\xC1Pq\xD7\xC3\xE8S\x8A\xD6:\x17\xD93\x14o)S}\xBB\xBB\x97b\xCE\xB6\x0B\x9B\xB97>\x01\xCFv\xAE\xA0E\xB6D\xEA\xE1\xEAA\xC4\xDB\xEE\x09\xAC\xFB\xF0\x84)k\xBBc\x18]V\x85V\xC5_\x05T\x0Bt\xC4\x0B\xBE\xB5w\xBCM=[1\xE1\x06\x9C\xFD\xD3g^\xE3\x01\x9BK\xD7\xFC>\xFFk\xAF\x95\x99\xFB\xDBH\x90\x8BD\x88`k\x92\xF5e\x1C\xAA\xBB{_LP\x15\x85\x1E\x0E\x8F\xDD\xC5J",166
37,2023-09-11 06:50:32,,,400,,,64.227.74.166,,\xBD\xFF\x9E\xFFE\xFF\x9E\xFF\xBD\xFF\x9E\xFF\xA4\xFF\x86\xFF\xC4\xFF\xBE\xFF\xC7\xFF\xDB\xFF\xEE\xFFx\x5Cd9\xFF\xED\xFF\xA4\xFF\x9D\xFF\xCF\xFF\xD8\xFF\xE5\xFF\x04\xFF\x12\xFF0\xFF\xB1\xFF\xBD\xFF\xE7\xFF\xE2\xFF\xDD\xFF\xDC\xFF\xDE\xFF\xC8\xFF\xCC\xFF\xBE\xFF\xF8\xFF&\xFF\x01\xFF\x0F\xFF\xF5\xFF\x06\xFF\xFF\xFF\xF7\xFF!\xFF\xDE\xFF\x02\xFF&\xFF\x0C\xFF\x01\xFF\xF5\xFF,166
38,2023-09-11 06:50:33,,,400,,,64.227.74.166,,A\x00\x00\x00\x03fH\xBBd~\x8E\xFC\x94g\xD2\xDB\xFC\xEE\x8D\xFF\x98 \xB1\xBET\xA4\x9AZ\x9A\xA0?\x90\xE0\xF2t0\x5C\xED\xAE\xACX\x98\xDEJ\xEC\xF2\xC8\x9Cl\xD0\x9C\xC0\xE0\x98\x12\x8F\xE7\xCB\x8F\xA1\xA3\x16\xF1J\xA9<\xBD\xDA`,166
39,2023-09-11 06:50:33,,,400,,,64.227.74.166,,\x09\x12;Bo3\xA2D\xFD\x01\x86si=\xAE\x12\xBB\xC6\x19\xFD\x1A:\xF3\x11\xC9\xAE\xDA<0\xBC8\x81\x9E\x00\x0F\xCAN\xFB\x05\xC6\xDE\xB7<oN\x01\xA2\x87\x82\xF5/\x8E\xED*\x1F\x0E\xB7C\x0C\xA04]\xBD\x80PVf\x1A\x11\xAF\xF5\xC8\xA3\x16+b\xB1\xD7,166
40,2023-09-11 07:18:06,GET,HTTP/1.1,404,,/.env,185.254.196.186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,197
41,2023-09-11 07:18:07,POST,HTTP/1.1,405,,/,185.254.196.186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,568
42,2023-09-11 07:31:48,GET,HTTP/1.1,200,,/,162.216.150.63,,,612
43,2023-09-11 07:37:53,GET,HTTP/1.1,200,,/,104.248.143.84,,,612
44,2023-09-11 08:42:41,GET,HTTP/1.0,200,,/,139.162.84.205,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",,612
45,2023-09-11 08:46:47,GET,HTTP/1.1,404,,/.env,185.254.196.173,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,197
46,2023-09-11 08:46:48,POST,HTTP/1.1,405,,/,185.254.196.173,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,568
47,2023-09-11 09:12:53,,,400,,,35.197.184.38,,\x16\x03\x01\x00M\x01\x00\x00I\x03\x03f\xB4\xD3H_\xDE\xD5\x06\x87*\xF6\xAF\xBB(t\xECx\x0F\x02v*\xE8\xDD\xE6 _l\xFEJx\x8Er \xE6\xC5*\x0E\xC4\xC3\xFF9\xC7W&\x080cF\x80\xECY\x13\x0C\xE3\x22\xD9\x98\xA2b,166
48,2023-09-11 09:12:55,OPTIONS,HTTP/1.0,405,,/,35.197.184.38,,,166
49,2023-09-11 09:59:12,GET,HTTP/1.0,200,,/,223.83.130.192,,,612
50,2023-09-11 09:59:21,GET,HTTP/1.1,200,,/,123.191.157.205,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,612
51,2023-09-11 09:59:21,GET,HTTP/1.1,404,,/favicon.ico,220.250.11.195,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,564
52,2023-09-11 10:07:38,,,400,,,198.235.24.65,,"\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03s\x05O\x9F\x8D\xA2\x01\x1A\x9C\xB0\x90\xE7\xEC37\xB7r\xEE\x8A\xDF\x87\xCDN0^C\xC6{\x7F\xB9\xA0\xF9\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0",166
53,2023-09-11 10:36:38,GET,HTTP/1.1,404,,/.env,185.254.196.173,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,197
54,2023-09-11 10:36:39,POST,HTTP/1.1,405,,/,185.254.196.173,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,568
55,2023-09-11 10:54:12,GET,HTTP/1.0,404,,/systembc/password.php,45.56.108.128,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",,564
56,2023-09-11 11:46:26,GET,HTTP/1.1,200,,/,71.6.232.20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36",,396
57,2023-09-11 12:26:17,,,400,,,184.105.139.69,,\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x89kWK\xA9\xBC\x0F\x9D\xE6\x17=\x88\xFB[\xE4\xFBG\xAE\x98)\xADg\x82P\xCF\x971P\xAAu \x90\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0,166
58,2023-09-11 12:33:15,,,400,,,66.240.205.34,,145.ll|'|'|SGFjS2VkX0Q0OTkwNjI3|'|'|WIN-JNAPIER0859|'|'|JNapier|'|'|19-02-01|'|'||'|'|Win 7 Professional SP1 x64|'|'|No|'|'|0.7d|'|'|..|'|'|AA==|'|'|112.inf|'|'|SGFjS2VkDQoxOTIuMTY4LjkyLjIyMjo1NTUyDQpEZXNrdG9wDQpjbGllbnRhLmV4ZQ0KRmFsc2UNCkZhbHNlDQpUcnVlDQpGYWxzZQ==12.act|'|'|AA==,166
59,2023-09-11 12:37:48,GET,HTTP/1.0,200,,/,115.194.211.220,,,612
60,2023-09-11 12:38:27,GET,HTTP/1.0,200,,/,139.162.84.205,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",,612
61,2023-09-11 12:43:42,,,400,,,115.194.211.220,,\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03w\x0B\x0EU\xCE\xDFB\xED\xF4D\x82\x05b\x8B \xC8\xA3\xC4\x03uh\x08S+\xFA\xB5\xCB\xF4Z$5\x99 \xF8\xB4\xA3v\x05-\xAA>\x1F\x14i\x8F\x88\xB7\x8E\xFB\xBC6\xA0\x94u\x04\xF1\xF4\xAD\x17\x8F:\xD6\x82H2\x00\xA0\x13\x02\x13\x03\x13\x01\x00\x16\x003\x009\x005\x00,166
62,2023-09-11 12:43:42,GET,HTTP/1.1,404,,/HNAP1,115.194.211.220,,,162
63,2023-09-11 12:44:06,GET,HTTP/1.0,200,,/,115.194.211.220,,,612
64,2023-09-11 12:44:41,POST,HTTP/1.1,404,,/sdk,115.194.211.220,,,162
65,2023-09-11 12:45:19,,,400,,,115.194.211.220,,"\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x035\xA2\x8B\xF7\xE6\x0F@\xFD\xF5V\xC8\x973Hs\x12\xCA}\xFD,\xEA\xF5\xD1\x0B\x94\x17\x1D}\xA8\x1EeU \xF4\x00\x94\xA6\xC6hE\xE0\xFE57\xB7\x01\xFC\xB0\xCA<\x91\xDB\xA8\x89M\x00\x0E\x9F\xA8\xB7\x1A\x9C\xF9\xDC\xD8\x00\xA0\x13\x02\x13\x03\x13\x01\x00\x16\x003\x009\x005\x00",166
66,2023-09-11 12:45:19,GET,HTTP/1.1,404,,/evox/about,115.194.211.220,,,162
67,2023-09-11 12:45:49,GET,HTTP/1.0,200,,/,115.194.211.220,,,612
68,2023-09-11 12:45:49,GET,HTTP/1.1,200,,/,115.194.211.220,,,612
69,2023-09-11 13:04:57,GET,HTTP/1.1,404,,/.env,185.254.196.173,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,197
70,2023-09-11 13:56:11,,,400,,,45.79.181.251,,"\x16\x03\x01\x00\x85\x01\x00\x00\x81\x03\x03=|\x91x\xC1\x0FM\xC43\xAA\x1C\x96\x0E\x84Re\x98\x9E\x1AR\xA6\x85\xB3.\xFBK?\x1D'#\xC6\xDE\x00\x00 \xC0/\xC00\xC0+\xC0,\xCC\xA8\xCC\xA9\xC0\x13\xC0\x09\xC0\x14\xC0",166
71,2023-09-11 15:49:27,,,400,,,128.199.106.52,,"\x16\x03\x01\x01\x07\x01\x00\x01\x03\x03\x03$\xCCc\x17>C\xA0\xB3\x87\x1F'\x15\xDD\xD7$+\x8CCn\x00\x10\xADF\x8D\x07Ly\x0E\xA5\x0B\xAF\x95 \x8B\xC6ham\x86.\x07\xB3Z\x85\xA3\xF4,\xF8\xE7\xE4\x99\xF1\x83\xDF\x0E\x92.\x9FIx\xBC\x8EK~\x0F\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0",166
72,2023-09-11 16:05:29,GET,HTTP/1.1,404,,/.env,185.254.196.186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,197
73,2023-09-11 16:05:30,POST,HTTP/1.1,405,,/,185.254.196.186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36",,568
74,2023-09-11 16:16:24,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin/scripts/setup.php,94.76.224.227,,,162
75,2023-09-11 16:16:24,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpmyadmin/scripts/setup.php,94.76.224.227,,,162
76,2023-09-11 16:16:25,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.4/scripts/setup.php,94.76.224.227,,,162
77,2023-09-11 16:16:25,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.3/scripts/setup.php,94.76.224.227,,,162
78,2023-09-11 16:16:26,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.10.0.2/scripts/setup.php,94.76.224.227,,,162
79,2023-09-11 16:16:27,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.10.3/scripts/setup.php,94.76.224.227,,,162
80,2023-09-11 16:16:28,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.8.0.2/scripts/setup.php,94.76.224.227,,,162
81,2023-09-11 16:16:28,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.10.2/scripts/setup.php,94.76.224.227,,,162
82,2023-09-11 16:16:29,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.9.2/scripts/setup.php,94.76.224.227,,,162
83,2023-09-11 16:16:29,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.0/scripts/setup.php,94.76.224.227,,,162
84,2023-09-11 16:16:30,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.7/scripts/setup.php,94.76.224.227,,,162
85,2023-09-11 16:16:30,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.11.1.2/scripts/setup.php,94.76.224.227,,,162
86,2023-09-11 16:16:31,GET,HTTP/1.0,404,,http://43.202.84.178:80/pma/scripts/setup.php,94.76.224.227,,,162
87,2023-09-11 16:16:34,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin3/scripts/setup.php,94.76.224.227,,,162
88,2023-09-11 16:16:38,GET,HTTP/1.0,404,,http://43.202.84.178:80/myadmin/scripts/setup.php,94.76.224.227,,,162
89,2023-09-11 16:16:38,GET,HTTP/1.0,404,,http://43.202.84.178:80/MyAdmin/scripts/setup.php,94.76.224.227,,,162
90,2023-09-11 16:16:39,GET,HTTP/1.0,404,,http://43.202.84.178:80/PHPMYADMIN/scripts/setup.php,94.76.224.227,,,162
91,2023-09-11 16:16:39,GET,HTTP/1.0,404,,http://43.202.84.178:80/mysqladmin/scripts/setup.php,94.76.224.227,,,162
92,2023-09-11 16:16:40,GET,HTTP/1.0,404,,http://43.202.84.178:80/SQL/scripts/setup.php,94.76.224.227,,,162
93,2023-09-11 16:16:40,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.5.5-pl1/scripts/setup.php,94.76.224.227,,,162
94,2023-09-11 16:16:41,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.5.5/scripts/setup.php,94.76.224.227,,,162
95,2023-09-11 16:16:41,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.5.4/scripts/setup.php,94.76.224.227,,,162
96,2023-09-11 16:16:42,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2.5.7-pl1/scripts/setup.php,94.76.224.227,,,162
97,2023-09-11 16:16:42,GET,HTTP/1.0,404,,http://43.202.84.178:80/admin/pma/scripts/setup.php,94.76.224.227,,,162
98,2023-09-11 16:16:43,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin-2/scripts/setup.php,94.76.224.227,,,162
99,2023-09-11 16:16:43,GET,HTTP/1.0,404,,http://43.202.84.178:80/web/phpMyAdmin/scripts/setup.php,94.76.224.227,,,162
100,2023-09-11 16:16:44,GET,HTTP/1.0,404,,http://43.202.84.178:80/webadmin/scripts/setup.php,94.76.224.227,,,162
101,2023-09-11 16:16:46,GET,HTTP/1.0,404,,http://43.202.84.178:80/admin/scripts/setup.php,94.76.224.227,,,162
102,2023-09-11 16:16:46,GET,HTTP/1.0,404,,http://43.202.84.178:80/dbadmin/scripts/setup.php,94.76.224.227,,,162
103,2023-09-11 16:16:48,GET,HTTP/1.0,404,,http://43.202.84.178:80/mysql/scripts/setup.php,94.76.224.227,,,162
104,2023-09-11 16:16:48,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpMyAdmin2/scripts/setup.php,94.76.224.227,,,162
105,2023-09-11 16:16:54,GET,HTTP/1.0,404,,http://43.202.84.178:80/sqlweb/scripts/setup.php,94.76.224.227,,,162
106,2023-09-11 16:16:54,GET,HTTP/1.0,404,,http://43.202.84.178:80/webdb/scripts/setup.php,94.76.224.227,,,162
107,2023-09-11 16:16:55,GET,HTTP/1.0,404,,http://43.202.84.178:80/websql/scripts/setup.php,94.76.224.227,,,162
108,2023-09-11 16:16:55,GET,HTTP/1.0,404,,http://43.202.84.178:80/_phpMyAdmin/scripts/setup.php,94.76.224.227,,,162
109,2023-09-11 16:16:59,GET,HTTP/1.0,404,,http://43.202.84.178:80/php/scripts/setup.php,94.76.224.227,,,162
110,2023-09-11 16:16:59,GET,HTTP/1.0,404,,http://43.202.84.178:80/admin/phpmyadmin/scripts/setup.txt,94.76.224.227,,,162
111,2023-09-11 16:17:05,GET,HTTP/1.0,404,,http://43.202.84.178:80/sqlmanager/scripts/setup.php,94.76.224.227,,,162
112,2023-09-11 16:17:05,GET,HTTP/1.0,404,,http://43.202.84.178:80/mysqlmanager/scripts/setup.php,94.76.224.227,,,162
113,2023-09-11 16:17:06,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpmanager/scripts/setup.php,94.76.224.227,,,162
114,2023-09-11 16:17:06,GET,HTTP/1.0,404,,http://43.202.84.178:80/php-myadmin/scripts/setup.php,94.76.224.227,,,162
115,2023-09-11 16:17:07,GET,HTTP/1.0,404,,http://43.202.84.178:80/phpmy-admin/scripts/setup.php,94.76.224.227,,,162
116,2023-09-11 16:17:07,GET,HTTP/1.0,404,,http://43.202.84.178:80/mysql-admin/scripts/setup.php,94.76.224.227,,,162
117,2023-09-11 16:41:49,GET,HTTP/1.0,200,,/,139.162.84.205,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",,612
118,2023-09-11 16:45:42,GET,HTTP/1.1,200,,/,3.239.83.162,"Mozilla/5.0 (Linux; Android 7.1.1; SM-J510F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Mobile Safari/537.36",,396
119,2023-09-11 16:48:50,GET,HTTP/1.1,400,,/,111.20.101.120,,,166
120,2023-09-11 17:20:01,,,400,,,178.62.80.43,,"\x16\x03\x01\x01\xFC\x01\x00\x01\xF8\x03\x03^\xDAx{j/%\x90\x9F\x96\xB5\xE9\x07\xBC\xA0\x9EG\xFAWm\x1A\xAF\xD3\xDAq\x91\x1E\xA3-\xC5\x8C\x8F\x00\x01<\xCC\x14\xCC\x13\xCC\x15\xC00\xC0,\xC0(\xC0$\xC0\x14\xC0",166
121,2023-09-11 17:20:15,GET,HTTP/1.1,200,,/,66.240.236.116,,,396
